match_id,year,team_a,team_b,team_a_xi,team_b_xi,venue,winner,toss_winner,bat_first
1304104,2022,RR,DC,Ravichandran Ashwin|Kuldeep Sen|Sanju Samson|Jos Buttler|Devdutt Padikkal|Rassie van der Dussen|Trent Boult|Riyan Parag|Prasidh Krishna|Yuzvendra Chahal|Yashasvi Jaiswal,Mitchell Marsh|Chetan Sakariya|Anrich Nortje|Kuldeep Yadav|Rishabh Pant|Shardul Thakur|Axar Patel|David Warner|Srikar Bharat,"Dr DY Patil Sports Academy, Navi Mumbai",DC,DC,RR
1304105,2022,CSK,MI,Robin Uthappa|Dwayne Bravo|Simarjeet Singh|Ambati Rayudu|Ruturaj Gaikwad|MS Dhoni|Shivam Dube|Devon Conway|Maheesh Theekshana|Mukesh Choudhary|Moeen Ali,Tim David|Rohit Sharma|Ramandeep Singh|Hrithik Shokeen|Ishan Kishan|Tristan Stubbs|Daniel Sams|Kumar Kartikeya|Riley Meredith|Jasprit Bumrah|Tilak Varma,"Wankhede Stadium, Mumbai",MI,MI,CSK
1304106,2022,RCB,PBKS,Wanindu Hasaranga de Silva|Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Josh Hazlewood|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Rajat Patidar|Virat Kohli|Harshal Patel,Rahul Chahar|Kagiso Rabada|Rishi Dhawan|Jonny Bairstow|Jitesh Sharma|Liam Livingstone|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Mayank Agarwal|Bhanuka Rajapaksa,"Brabourne Stadium, Mumbai",PBKS,RCB,PBKS
1304107,2022,KKR,SRH,Sunil Narine|Tim Southee|Ajinkya Rahane|Sam Billings|Nitish Rana|Andre Russell|Umesh Yadav|Venkatesh Iyer|Varun Chakravarthy|Rinku Singh|Shreyas Iyer,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Nicholas Pooran|Abhishek Sharma|Umran Malik|Rahul Tripathi|Shashank Singh|T Natarajan|Kane Williamson,"Maharashtra Cricket Association Stadium, Pune",KKR,KKR,KKR
1304108,2022,CSK,GT,Simarjeet Singh|Mitchell Santner|Ruturaj Gaikwad|Narayan Jagadeesan|Shivam Dube|MS Dhoni|Matheesha Pathirana|Devon Conway|Prashant Solanki|Mukesh Choudhary|Moeen Ali,Wriddhiman Saha|Alzarri Joseph|Yash Dayal|Ravisrinivasan Sai Kishore|Rashid Khan|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller|Matthew Wade,"Wankhede Stadium, Mumbai",GT,CSK,CSK
1304109,2022,LSG,RR,Marcus Stoinis|Avesh Khan|KL Rahul|Jason Holder|Krunal Pandya|Mohsin Khan|Dushmantha Chameera|Quinton de Kock|Ravi Bishnoi|Ayush Badoni|Deepak Hooda,Ravichandran Ashwin|Sanju Samson|Obed McCoy|Jos Buttler|Devdutt Padikkal|James Neesham|Trent Boult|Riyan Parag|Prasidh Krishna|Yuzvendra Chahal|Yashasvi Jaiswal,"Brabourne Stadium, Mumbai",RR,RR,RR
1304110,2022,PBKS,DC,Rahul Chahar|Kagiso Rabada|Rishi Dhawan|Jonny Bairstow|Jitesh Sharma|Liam Livingstone|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Mayank Agarwal|Bhanuka Rajapaksa,Mitchell Marsh|Rovman Powell|Anrich Nortje|Kuldeep Yadav|Rishabh Pant|Sarfaraz Khan|Axar Patel|Shardul Thakur|Khaleel Ahmed|David Warner|Lalit Yadav,"Dr DY Patil Sports Academy, Navi Mumbai",DC,KXIP,PBKS
1304111,2022,MI,SRH,Tim David|Rohit Sharma|Ramandeep Singh|Sanjay Yadav|Ishan Kishan|Tristan Stubbs|Mayank Markande|Daniel Sams|Riley Meredith|Jasprit Bumrah|Tilak Varma,Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Nicholas Pooran|Abhishek Sharma|Fazalhaq Farooqi|Umran Malik|Rahul Tripathi|Priyam Garg|T Natarajan|Kane Williamson,"Wankhede Stadium, Mumbai",SRH,MI,SRH
1304113,2022,RCB,GT,Wanindu Hasaranga de Silva|Mahipal Lomror|Glenn Maxwell|Josh Hazlewood|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Siddarth Kaul|Virat Kohli|Harshal Patel,Wriddhiman Saha|Yash Dayal|Ravisrinivasan Sai Kishore|Lockie Ferguson|Rahul Tewatia|Rashid Khan|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller|Matthew Wade,"Wankhede Stadium, Mumbai",RCB,GT,GT
1304114,2022,RR,CSK,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Obed McCoy|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|Prasidh Krishna|Yuzvendra Chahal|Yashasvi Jaiswal,Simarjeet Singh|Ambati Rayudu|Mitchell Santner|Ruturaj Gaikwad|Narayan Jagadeesan|MS Dhoni|Matheesha Pathirana|Devon Conway|Prashant Solanki|Mukesh Choudhary|Moeen Ali,"Brabourne Stadium, Mumbai",RR,CSK,CSK
1304115,2022,MI,DC,Tim David|Rohit Sharma|Ramandeep Singh|Hrithik Shokeen|Ishan Kishan|Dewald Brevis|Mayank Markande|Daniel Sams|Riley Meredith|Jasprit Bumrah|Tilak Varma,Mitchell Marsh|Rovman Powell|Prithvi Shaw|Anrich Nortje|Kuldeep Yadav|Rishabh Pant|Sarfaraz Khan|Axar Patel|Shardul Thakur|David Warner|Khaleel Ahmed,"Wankhede Stadium, Mumbai",MI,MI,DC
1304116,2022,SRH,PBKS,Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Nicholas Pooran|Jagadeesha Suchith|Abhishek Sharma|Fazalhaq Farooqi|Umran Malik|Rahul Tripathi|Priyam Garg|Romario Shepherd,Kagiso Rabada|Harpreet Brar|M Shahrukh Khan|Nathan Ellis|Jonny Bairstow|Jitesh Sharma|Liam Livingstone|Shikhar Dhawan|Prerak Mankad|Arshdeep Singh|Mayank Agarwal,"Wankhede Stadium, Mumbai",PBKS,SRH,SRH
1312197,2022,GT,RR,Wriddhiman Saha|Alzarri Joseph|Yash Dayal|Ravisrinivasan Sai Kishore|Rashid Khan|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller|Matthew Wade,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Obed McCoy|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|Prasidh Krishna|Yuzvendra Chahal|Yashasvi Jaiswal,"Eden Gardens, Kolkata",GT,GT,RR
1312198,2022,LSG,RCB,Marcus Stoinis|Avesh Khan|KL Rahul|Krunal Pandya|Mohsin Khan|Dushmantha Chameera|Quinton de Kock|Ravi Bishnoi|Evin Lewis|Manan Vohra|Deepak Hooda,Wanindu Hasaranga de Silva|Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Josh Hazlewood|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Rajat Patidar|Virat Kohli|Harshal Patel,"Eden Gardens, Kolkata",RCB,LSG,RCB
1312199,2022,RR,RCB,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Obed McCoy|Jos Buttler|Devdutt Padikkal|Trent Boult|Prasidh Krishna|Yuzvendra Chahal|Yashasvi Jaiswal,Wanindu Hasaranga de Silva|Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Josh Hazlewood|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Rajat Patidar|Virat Kohli|Harshal Patel,"Narendra Modi Stadium, Motera, Ahmedabad",RR,RR,RCB
1312200,2022,GT,RR,Wriddhiman Saha|Yash Dayal|Ravisrinivasan Sai Kishore|Lockie Ferguson|Rashid Khan|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller|Matthew Wade,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Obed McCoy|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|Prasidh Krishna|Yuzvendra Chahal|Yashasvi Jaiswal,"Narendra Modi Stadium, Motera, Ahmedabad",GT,RR,RR
1359475,2023,GT,CSK,Wriddhiman Saha|Vijay Shankar|Alzarri Joseph|Yash Dayal|Rahul Tewatia|Rashid Khan|Josh Little|Mohammed Shami|Hardik Pandya|Shubman Gill|Sai Sudharsan,Ben Stokes|Tushar Deshpande|Ambati Rayudu|Mitchell Santner|Ruturaj Gaikwad|Deepak Chahar|Shivam Dube|MS Dhoni|Devon Conway|Rajvardhan Hangargekar|Ravindra Jadeja,"Narendra Modi Stadium, Motera, Ahmedabad",GT,GT,CSK
1359476,2023,PBKS,KKR,Sam Curran|Rahul Chahar|Sikandar Raza|M Shahrukh Khan|Nathan Ellis|Jitesh Sharma|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Rishi Dhawan,Sunil Narine|Mandeep Singh|Tim Southee|Nitish Rana|Andre Russell|Shardul Thakur|Umesh Yadav|Anukul Roy|Rahmanullah Gurbaz|Venkatesh Iyer|Varun Chakravarthy,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",PBKS,KKR,PBKS
1359477,2023,LSG,DC,Marcus Stoinis|Jaydev Unadkat|Avesh Khan|Kyle Mayers|KL Rahul|Nicholas Pooran|Krunal Pandya|Mark Wood|Krishnappa Gowtham|Ravi Bishnoi|Ayush Badoni,Mitchell Marsh|Rilee Rossouw|Rovman Powell|Aman Hakim Khan|Prithvi Shaw|Chetan Sakariya|Kuldeep Yadav|Sarfaraz Khan|Axar Patel|David Warner|Mukesh Kumar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,DC,LSG
1359478,2023,SRH,RR,Bhuvneshwar Kumar|Washington Sundar|Abdul Samad|Abhishek Sharma|Fazalhaq Farooqi|Umran Malik|Adil Rashid|Glenn Phillips|Rahul Tripathi|Harry Brook|T Natarajan,Ravichandran Ashwin|Shimron Hetmyer|Navdeep Saini|Sanju Samson|Jason Holder|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|KM Asif|Yuzvendra Chahal,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",RR,SRH,RR
1359479,2023,RCB,MI,Mohammed Siraj|Michael Bracewell|Glenn Maxwell|Faf du Plessis|Dinesh Karthik|Karn Sharma|Akash Deep|Virat Kohli|Reece Topley|Harshal Patel,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Hrithik Shokeen|Ishan Kishan|Nehal Wadhera|Jofra Archer|Piyush Chawla|Jason Behrendorff|Tilak Varma,"M.Chinnaswamy Stadium, Bengaluru",RCB,RCB,MI
1359480,2023,CSK,LSG,Ben Stokes|Tushar Deshpande|Ambati Rayudu|Mitchell Santner|Ruturaj Gaikwad|Deepak Chahar|Shivam Dube|MS Dhoni|Devon Conway|Rajvardhan Hangargekar|Ravindra Jadeja,Marcus Stoinis|Avesh Khan|Kyle Mayers|Yash Thakur|KL Rahul|Nicholas Pooran|Krunal Pandya|Mark Wood|Krishnappa Gowtham|Ravi Bishnoi|Ayush Badoni,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,LSG,CSK
1359481,2023,DC,GT,Mitchell Marsh|Rilee Rossouw|Abishek Porel|Aman Hakim Khan|Prithvi Shaw|Anrich Nortje|Kuldeep Yadav|Sarfaraz Khan|Axar Patel|David Warner|Mukesh Kumar,Wriddhiman Saha|Vijay Shankar|Alzarri Joseph|Yash Dayal|Rashid Khan|Josh Little|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller|Sai Sudharsan,"Arun Jaitley Stadium, Delhi",GT,GT,DC
1359482,2023,RR,PBKS,Ravichandran Ashwin|Shimron Hetmyer|KM Asif|Sanju Samson|Jason Holder|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|Dhruv Jurel|Yuzvendra Chahal,Sam Curran|Rahul Chahar|Sikandar Raza|M Shahrukh Khan|Nathan Ellis|Jitesh Sharma|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Bhanuka Rajapaksa,"Barsapara Cricket Stadium, Guwahati",PBKS,RR,PBKS
1359483,2023,KKR,RCB,Sunil Narine|Mandeep Singh|Tim Southee|Nitish Rana|Andre Russell|Shardul Thakur|Umesh Yadav|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Mohammed Siraj|Michael Bracewell|Glenn Maxwell|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Karn Sharma|Akash Deep|Virat Kohli|David Willey|Anuj Rawat,"Eden Gardens, Kolkata",KKR,RCB,KKR
1359484,2023,LSG,SRH,Marcus Stoinis|Jaydev Unadkat|Kyle Mayers|Yash Thakur|KL Rahul|Nicholas Pooran|Krunal Pandya|Amit Mishra|Ravi Bishnoi|Deepak Hooda|Romario Shepherd,Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Abdul Samad|Harry Brook|Umran Malik|Adil Rashid|Fazalhaq Farooqi|Rahul Tripathi|Anmolpreet Singh|T Natarajan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,SRH
1359485,2023,RR,DC,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Yuzvendra Chahal|Jason Holder|Murugan Ashwin|Jos Buttler|Trent Boult|Riyan Parag|Dhruv Jurel|Sandeep Sharma,Manish Pandey|Rilee Rossouw|Rovman Powell|Abishek Porel|Prithvi Shaw|Anrich Nortje|Kuldeep Yadav|Axar Patel|Khaleel Ahmed|David Warner|Mukesh Kumar,"Barsapara Cricket Stadium, Guwahati",RR,DC,RR
1359486,2023,MI,CSK,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Hrithik Shokeen|Ishan Kishan|Piyush Chawla|Jason Behrendorff|Tristan Stubbs|Kumar Kartikeya|Tilak Varma,Tushar Deshpande|Sisanda Magala|Ambati Rayudu|Dwaine Pretorius|Deepak Chahar|Ruturaj Gaikwad|Ajinkya Rahane|Mitchell Santner|Shivam Dube|Devon Conway|Ravindra Jadeja,"Wankhede Stadium, Mumbai",CSK,CSK,MI
1359487,2023,GT,KKR,Wriddhiman Saha|Vijay Shankar|Alzarri Joseph|Mohammed Shami|Yash Dayal|Rashid Khan|Josh Little|Abhinav Manohar|Shubman Gill|David Miller|Sai Sudharsan,Sunil Narine|Narayan Jagadeesan|Nitish Rana|Andre Russell|Shardul Thakur|Umesh Yadav|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy|Rinku Singh,"Narendra Modi Stadium, Motera, Ahmedabad",KKR,GT,GT
1359488,2023,SRH,PBKS,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Umran Malik|Mayank Markande|Rahul Tripathi|Harry Brook|T Natarajan|Mayank Agarwal,Sam Curran|Rahul Chahar|Sikandar Raza|M Shahrukh Khan|Nathan Ellis|Matthew Short|Jitesh Sharma|Mohit Rathee|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",SRH,SRH,PBKS
1359489,2023,RCB,LSG,Mohammed Siraj|Glenn Maxwell|Wayne Parnell|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Karn Sharma|Virat Kohli|David Willey|Harshal Patel,Marcus Stoinis|Jaydev Unadkat|Avesh Khan|Kyle Mayers|KL Rahul|Nicholas Pooran|Krunal Pandya|Mark Wood|Amit Mishra|Ravi Bishnoi|Ayush Badoni,"M.Chinnaswamy Stadium, Bengaluru",LSG,LSG,RCB
1359490,2023,DC,MI,Manish Pandey|Abishek Porel|Rovman Powell|Prithvi Shaw|Yash Dhull|Anrich Nortje|Kuldeep Yadav|Axar Patel|David Warner|Mukesh Kumar|Mustafizur Rahman,Tim David|Rohit Sharma|Suryakumar Yadav|Cameron Green|Hrithik Shokeen|Ishan Kishan|Piyush Chawla|Jason Behrendorff|Riley Meredith|Tilak Varma|Arshad Khan,"Arun Jaitley Stadium, Delhi",MI,MI,DC
1359491,2023,CSK,RR,Tushar Deshpande|Sisanda Magala|Akash Singh|Ambati Rayudu|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana,Ravichandran Ashwin|Shimron Hetmyer|Kuldeep Sen|Sanju Samson|Yuzvendra Chahal|Jason Holder|Adam Zampa|Jos Buttler|Devdutt Padikkal|Dhruv Jurel|Sandeep Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",RR,CSK,RR
1359492,2023,PBKS,GT,Sam Curran|Kagiso Rabada|Rahul Chahar|M Shahrukh Khan|Matthew Short|Jitesh Sharma|Prabhsimran Singh|Shikhar Dhawan|Arshdeep Singh|Harpreet Brar|Rishi Dhawan,Wriddhiman Saha|Mohit Sharma|Alzarri Joseph|Rahul Tewatia|Rashid Khan|Josh Little|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller|Sai Sudharsan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",GT,GT,PBKS
1359493,2023,KKR,SRH,Sunil Narine|Narayan Jagadeesan|Nitish Rana|Andre Russell|Shardul Thakur|Umesh Yadav|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy|Rinku Singh,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Heinrich Klaasen|Abhishek Sharma|Umran Malik|Mayank Markande|Rahul Tripathi|Harry Brook|T Natarajan,"Eden Gardens, Kolkata",SRH,KKR,SRH
1359494,2023,RCB,DC,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Wayne Parnell|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Vijaykumar Vyshak|Virat Kohli|Anuj Rawat,Mitchell Marsh|Manish Pandey|Abishek Porel|Aman Hakim Khan|Prithvi Shaw|Yash Dhull|Anrich Nortje|Kuldeep Yadav|Axar Patel|David Warner|Mustafizur Rahman,"M.Chinnaswamy Stadium, Bengaluru",RCB,DC,RCB
1359495,2023,LSG,PBKS,Marcus Stoinis|Avesh Khan|Kyle Mayers|KL Rahul|Nicholas Pooran|Krunal Pandya|Mark Wood|Krishnappa Gowtham|Ravi Bishnoi|Ayush Badoni|Yudhvir Singh,Sam Curran|Kagiso Rabada|Rahul Chahar|Sikandar Raza|M Shahrukh Khan|Matthew Short|Jitesh Sharma|Prabhsimran Singh|Arshdeep Singh|Atharva Taide|Harpreet Brar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,KXIP,LSG
1359496,2023,KKR,MI,Sunil Narine|Narayan Jagadeesan|Nitish Rana|Shardul Thakur|Andre Russell|Umesh Yadav|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy|Rinku Singh,Tim David|Rohit Sharma|Suryakumar Yadav|Cameron Green|Arjun Tendulkar|Hrithik Shokeen|Ishan Kishan|Nehal Wadhera|Piyush Chawla|Duan Jansen|Riley Meredith,"Wankhede Stadium, Mumbai",MI,nan,KKR
1359497,2023,GT,RR,Wriddhiman Saha|Alzarri Joseph|Mohammed Shami|Noor Ahmad|Rahul Tewatia|Rashid Khan|Mohit Sharma|Abhinav Manohar|Hardik Pandya|Shubman Gill|David Miller,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Yuzvendra Chahal|Adam Zampa|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|Dhruv Jurel|Sandeep Sharma,"Narendra Modi Stadium, Motera, Ahmedabad",RR,RR,GT
1359498,2023,RCB,CSK,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Wayne Parnell|Suyash Prabhudessai|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Harshal Patel|Virat Kohli,Tushar Deshpande|Akash Singh|Ambati Rayudu|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana,"M.Chinnaswamy Stadium, Bengaluru",CSK,RCB,CSK
1359499,2023,SRH,MI,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Abdul Samad|Heinrich Klaasen|Abhishek Sharma|Mayank Markande|Rahul Tripathi|Harry Brook|T Natarajan,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Arjun Tendulkar|Hrithik Shokeen|Ishan Kishan|Piyush Chawla|Jason Behrendorff|Riley Meredith|Tilak Varma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",MI,SRH,MI
1359500,2023,RR,LSG,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Yuzvendra Chahal|Jason Holder|Jos Buttler|Devdutt Padikkal|Trent Boult|Riyan Parag|Dhruv Jurel|Sandeep Sharma,Marcus Stoinis|Avesh Khan|Kyle Mayers|KL Rahul|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Amit Mishra|Ravi Bishnoi|Ayush Badoni|Yudhvir Singh,"Sawai Mansingh Stadium, Jaipur",LSG,RR,LSG
1359501,2023,PBKS,RCB,Sam Curran|Rahul Chahar|M Shahrukh Khan|Nathan Ellis|Matthew Short|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Arshdeep Singh|Atharva Taide|Harpreet Brar,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Wayne Parnell|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Harshal Patel|Virat Kohli|Vijaykumar Vyshak,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",RCB,KXIP,PBKS
1359502,2023,DC,KKR,Mitchell Marsh|Manish Pandey|Aman Hakim Khan|Phil Salt|Prithvi Shaw|Anrich Nortje|Kuldeep Yadav|Axar Patel|David Warner|Mukesh Kumar|Lalit Yadav,Sunil Narine|Kulwant Khejroliya|Jason Roy|Litton Das|Mandeep Singh|Nitish Rana|Andre Russell|Umesh Yadav|Anukul Roy|Venkatesh Iyer|Varun Chakravarthy,"Arun Jaitley Stadium, Delhi",DC,DC,KKR
1359503,2023,CSK,SRH,Tushar Deshpande|Akash Singh|Ambati Rayudu|Ruturaj Gaikwad|Ajinkya Rahane|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana|Moeen Ali,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Mayank Dagar|Heinrich Klaasen|Abhishek Sharma|Umran Malik|Mayank Markande|Rahul Tripathi|Harry Brook,"MA Chidambaram Stadium, Chepauk, Chennai",CSK,CSK,SRH
1359504,2023,LSG,GT,Marcus Stoinis|Avesh Khan|Kyle Mayers|KL Rahul|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Prerak Mankad|Ravi Bishnoi|Amit Mishra|Ayush Badoni,Wriddhiman Saha|Vijay Shankar|Noor Ahmad|Rahul Tewatia|Rashid Khan|Jayant Yadav|Mohit Sharma|Abhinav Manohar|Hardik Pandya|Shubman Gill|David Miller,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,GT,GT
1359505,2023,MI,PBKS,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Arjun Tendulkar|Hrithik Shokeen|Ishan Kishan|Nehal Wadhera|Jofra Archer|Piyush Chawla|Jason Behrendorff,Sam Curran|Rahul Chahar|M Shahrukh Khan|Nathan Ellis|Matthew Short|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Arshdeep Singh|Atharva Taide|Harpreet Brar,"Wankhede Stadium, Mumbai",PBKS,MI,PBKS
1359506,2023,RCB,RR,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Suyash Prabhudessai|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Harshal Patel|Virat Kohli|David Willey,Ravichandran Ashwin|Shimron Hetmyer|Abdul Basith|Sanju Samson|Yuzvendra Chahal|Jason Holder|Jos Buttler|Devdutt Padikkal|Trent Boult|Dhruv Jurel|Sandeep Sharma,"M.Chinnaswamy Stadium, Bengaluru",RCB,RR,RCB
1359507,2023,KKR,CSK,Sunil Narine|David Wiese|Kulwant Khejroliya|Jason Roy|Narayan Jagadeesan|Nitish Rana|Andre Russell|Umesh Yadav|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Tushar Deshpande|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|MS Dhoni|Matheesha Pathirana|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Moeen Ali|Akash Singh,"Eden Gardens, Kolkata",CSK,KKR,CSK
1359508,2023,SRH,DC,Marco Jansen|Bhuvneshwar Kumar|Washington Sundar|Aiden Markram|Heinrich Klaasen|Abhishek Sharma|Umran Malik|Mayank Markande|Rahul Tripathi|Harry Brook|T Natarajan,Manish Pandey|Mitchell Marsh|Aman Hakim Khan|Phil Salt|Anrich Nortje|Kuldeep Yadav|Sarfaraz Khan|Axar Patel|Ripal Patel|David Warner|Mukesh Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",DC,DC,DC
1359509,2023,GT,MI,Wriddhiman Saha|Vijay Shankar|Josh Little|Noor Ahmad|Rahul Tewatia|Rashid Khan|Mohit Sharma|Abhinav Manohar|Hardik Pandya|Shubman Gill|David Miller,Tim David|Rohit Sharma|Cameron Green|Suryakumar Yadav|Arjun Tendulkar|Ishan Kishan|Nehal Wadhera|Piyush Chawla|Jason Behrendorff|Kumar Kartikeya|Riley Meredith,"Narendra Modi Stadium, Motera, Ahmedabad",GT,MI,GT
1359510,2023,RCB,KKR,Mahipal Lomror|Mohammed Siraj|Glenn Maxwell|Suyash Prabhudessai|Shahbaz Ahmed|Faf du Plessis|Dinesh Karthik|Wanindu Hasaranga|Harshal Patel|Virat Kohli|David Willey,Sunil Narine|David Wiese|Jason Roy|Narayan Jagadeesan|Nitish Rana|Andre Russell|Vaibhav Arora|Umesh Yadav|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,"M.Chinnaswamy Stadium, Bengaluru",KKR,RCB,KKR
1359511,2023,RR,CSK,Ravichandran Ashwin|Shimron Hetmyer|Sanju Samson|Yuzvendra Chahal|Jason Holder|Kuldip Yadav|Jos Buttler|Devdutt Padikkal|Adam Zampa|Dhruv Jurel|Sandeep Sharma,Tushar Deshpande|Akash Singh|Ambati Rayudu|Ruturaj Gaikwad|Ajinkya Rahane|Shivam Dube|Devon Conway|Ravindra Jadeja|Maheesh Theekshana|Matheesha Pathirana|Moeen Ali,"Sawai Mansingh Stadium, Jaipur",RR,RR,RR
1359512,2023,PBKS,LSG,Sam Curran|Rahul Chahar|Kagiso Rabada|Sikandar Raza|M Shahrukh Khan|Jitesh Sharma|Liam Livingstone|Prabhsimran Singh|Shikhar Dhawan|Atharva Taide|Arshdeep Singh,Marcus Stoinis|Avesh Khan|Kyle Mayers|Yash Thakur|KL Rahul|Nicholas Pooran|Naveen-ul-Haq|Krunal Pandya|Amit Mishra|Ravi Bishnoi|Ayush Badoni,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",LSG,KXIP,PBKS
1359513,2023,KKR,GT,Sunil Narine|David Wiese|Harshit Rana|Narayan Jagadeesan|Nitish Rana|Shardul Thakur|Andre Russell|Rahmanullah Gurbaz|Suyash Sharma|Venkatesh Iyer|Varun Chakravarthy,Wriddhiman Saha|Vijay Shankar|Mohit Sharma|Noor Ahmad|Rashid Khan|Josh Little|Mohammed Shami|Hardik Pandya|Shubman Gill|David Miller,"Eden Gardens, Kolkata",GT,GT,KKR
